,Measured.1g.SAR,Average.Power,Band,Mode,Test.Position,Antenna.Vendor,Ch.,Freq.,Tune.Up.Limit,Tune.up.Scaling.Factor,Duty.Cycle..,Duty.Cycle.Scaling.Factor,Reported.1g.SAR,Antenna.Peak.gain,filename,New.Test.Position,Dist,shell.type,New.Test.Position3,predict.SAR,isfail
572,1.04,20.45,2G,802.11b 1Mbps,Edge 3,INPAQ,6,2437,20.5,1.012,98.43,1.016,1.069,-1.1,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.886419785,pass
573,0.862,19.25,2G,802.11b 1Mbps,Edge 3,INPAQ,1,2412,19.5,1.059,98.43,1.016,0.928,-1.1,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.808471506,pass
574,0.849,19.48,2G,802.11b 1Mbps,Edge 3,INPAQ,11,2462,19.5,1.005,98.43,1.016,0.867,-1.1,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.808819976,pass
575,0.253,20.45,2G,802.11b 1Mbps,Bottom of Laptop,INPAQ,6,2437,20.5,1.012,98.43,1.016,0.26,1.61,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.17587685,pass
576,0.177,17.39,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,42,5210,17.5,1.026,90.91,1.1,0.2,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.116263211,pass
577,1.2,17.39,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,42,5210,17.5,1.026,90.91,1.1,1.354,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.142298795,pass
578,1.15,17.37,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,38,5190,17.5,1.03,95.23,1.05,1.244,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.400518079,pass
579,1.03,17.11,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,46,5230,17.5,1.094,95.23,1.05,1.183,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.400518079,pass
580,0.927,20.11,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,44,5220,20.5,1.094,97.86,1.022,1.036,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.923782229,pass
581,0.905,20.09,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,48,5240,20.5,1.099,97.86,1.022,1.016,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.905890101,pass
582,0.911,20.08,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,40,5200,20.5,1.102,97.86,1.022,1.026,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.914589512,pass
583,0.742,18.96,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,36,5180,19,1.009,97.86,1.022,0.765,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.739464698,pass
584,0.279,17.33,5G,802.11n-HT40 MCS0,Bottom Face,INPAQ,54,5270,17.5,1.04,95.01,1.053,0.306,1.37,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.118638178,pass
585,1,17.33,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,54,5270,17.5,1.04,95.01,1.053,1.095,1.37,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.125480587,pass
586,0.525,14.36,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,62,5310,14.5,1.033,95.01,1.053,0.571,1.37,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.697384748,pass
587,1.1,17.49,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,17.5,1.002,97.71,1.023,1.128,1.37,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.077050865,pass
588,0.793,20.24,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,52,5260,20.5,1.062,97.85,1.022,0.86,-0.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.964738063,pass
589,0.817,20.09,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,56,5280,20.5,1.099,97.85,1.022,0.918,-0.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.008435135,pass
590,0.854,20.19,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,20.5,1.074,97.85,1.022,0.937,-0.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.610563441,pass
591,0.327,15.72,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,64,5320,16,1.067,97.85,1.022,0.356,-0.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.435838534,pass
592,0.196,16.83,5G,802.11n-HT40 MCS0,Bottom Face,INPAQ,54,5270,17,1.04,95.23,1.05,0.214,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.205113605,pass
593,1.27,16.83,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,54,5270,17,1.04,95.23,1.05,1.387,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.13629731,pass
594,0.726,14.36,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,62,5310,14.5,1.033,95.23,1.05,0.787,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.663574263,pass
595,1.32,16.9,5G,802.11a 6Mbps,Edge 3,INPAQ,52,5260,17,1.023,97.86,1.022,1.38,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.974803891,pass
596,1.25,16.88,5G,802.11a 6Mbps,Edge 3,INPAQ,60,5300,17,1.028,97.86,1.022,1.313,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.090046807,pass
597,1.24,16.87,5G,802.11a 6Mbps,Edge 3,INPAQ,56,5280,17,1.03,97.86,1.022,1.306,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.997035607,pass
598,1.14,16.46,5G,802.11a 6Mbps,Edge 3,INPAQ,64,5320,16.5,1.009,97.86,1.022,1.176,-1.04,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.986273036,pass
599,1.06,20.43,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,52,5260,20.5,1.016,97.86,1.022,1.101,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.979317754,pass
600,1.03,20.35,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,56,5280,20.5,1.035,97.86,1.022,1.09,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.024097275,pass
601,1.1,20.34,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,60,5300,20.5,1.038,97.86,1.022,1.166,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.620411312,pass
602,0.44,16.46,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,64,5320,16.5,1.009,97.86,1.022,0.454,0.27,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.4949417,pass
603,0.284,15.96,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,122,5610,16,1.009,91.67,1.091,0.313,1.55,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.115493085,pass
604,1.16,15.96,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.009,91.67,1.091,1.277,1.55,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.078384044,pass
605,1.06,15.94,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.014,91.67,1.091,1.173,1.55,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.904226617,pass
606,1.09,15.82,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,16,1.042,91.67,1.091,1.24,1.55,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.069475417,pass
607,1.01,20.16,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,122,5610,20.5,1.081,91.67,1.091,1.192,-2.13,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.062232724,pass
608,0.988,20.1,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,138,5690,20.5,1.096,91.67,1.091,1.182,-2.13,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.05378826,pass
609,0.467,17.14,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,106,5530,17.5,1.086,91.67,1.091,0.554,-2.13,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.523672041,pass
610,0.178,15.93,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,106,5530,16,1.016,90.91,1.1,0.199,-0.14,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.151606768,pass
611,0.953,15.93,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,106,5530,16,1.016,90.91,1.1,1.065,-0.14,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.994890835,pass
612,1.02,15.82,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,138,5690,16,1.042,90.91,1.1,1.169,-0.14,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.841813486,pass
613,1.04,15.8,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,122,5610,16,1.047,90.91,1.1,1.198,-0.14,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.992124138,pass
614,1.25,20.45,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,122,5610,20.5,1.012,90.91,1.1,1.391,1.35,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.239819514,pass
615,1.17,20.28,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,138,5690,20.5,1.052,90.91,1.1,1.354,1.35,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.206841565,pass
616,0.48,16.95,5G,802.11ac-VHT80 MCS0,Bottom of Laptop,INPAQ,106,5530,17,1.012,90.91,1.1,0.534,1.35,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.598986755,pass
617,0.932,20.37,5G,802.11n-HT40 MCS0,Bottom of Laptop,INPAQ,110,5550,20.5,1.03,95.23,1.05,1.008,1.35,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.898841568,pass
618,0.288,16.3,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16.5,1.047,91.67,1.091,0.329,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.119255771,pass
619,1.09,16.3,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16.5,1.047,91.67,1.091,1.245,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.937859806,pass
620,1.14,16.3,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,151,5755,16.5,1.047,95.01,1.053,1.257,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.200302301,pass
621,1.11,16.2,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,159,5795,16.5,1.072,95.01,1.053,1.252,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.195796722,pass
622,1.11,16.24,5G,802.11a 6Mbps,Edge 3,INPAQ,149,5745,16.5,1.062,97.86,1.022,1.204,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.101025029,pass
623,1.11,16.15,5G,802.11a 6Mbps,Edge 3,INPAQ,157,5785,16.5,1.084,97.86,1.022,1.23,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.174963738,pass
624,1.13,16.09,5G,802.11a 6Mbps,Edge 3,INPAQ,165,5825,16.5,1.099,97.86,1.022,1.269,1.33,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.180548076,pass
625,0.792,20.45,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,149,5745,20.5,1.012,97.86,1.022,0.819,-2.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.774820624,pass
626,1.04,20.29,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,20.5,1.05,97.86,1.022,1.116,-2.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.994591885,pass
627,1.07,20.32,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,20.5,1.042,97.86,1.022,1.14,-2.12,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,0.858279543,pass
628,0.223,16.21,5G,802.11ac-VHT80 MCS0,Bottom Face,INPAQ,155,5775,16.5,1.069,90.91,1.1,0.262,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,5.5,2,Face,0.164766644,pass
629,1.16,16.21,5G,802.11ac-VHT80 MCS0,Edge 3,INPAQ,155,5775,16.5,1.069,90.91,1.1,1.364,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,0.865021726,pass
630,1.24,16.32,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,151,5755,16.5,1.042,95.23,1.05,1.357,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.26458155,pass
631,1.15,16.21,5G,802.11n-HT40 MCS0,Edge 3,INPAQ,159,5795,16.5,1.069,95.23,1.05,1.291,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.26586752,pass
632,1.21,16.37,5G,802.11a 6Mbps,Edge 3,INPAQ,149,5745,16.5,1.03,97.86,1.022,1.274,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.064689028,pass
633,1.12,16.09,5G,802.11a 6Mbps,Edge 3,INPAQ,157,5785,16.5,1.099,97.86,1.022,1.258,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.187502569,pass
634,1.23,16.21,5G,802.11a 6Mbps,Edge 3,INPAQ,165,5825,16.5,1.069,97.86,1.022,1.344,-0.8,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Edge,3.53,2,Edge,1.179204228,pass
635,1.12,20.49,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,149,5745,20.5,1.002,97.86,1.022,1.147,1.76,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.022139561,pass
636,1.07,20.42,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,157,5785,20.5,1.019,97.86,1.022,1.114,1.76,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.086718926,pass
637,1.1,20.44,5G,802.11a 6Mbps,Bottom of Laptop,INPAQ,165,5825,20.5,1.014,97.86,1.022,1.14,1.76,FA8N0304-03_R01_FCC SAR_Wistron_Corvo,Bottom,13.92,2,Laptop,1.062977781,pass
638,0.081,16.31,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,16.5,1.045,100,1,0.085,-1.8,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,5,2,Face,0.076700014,pass
639,0.105,16.31,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,16.5,1.045,100,1,0.11,-1.8,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Edge,16.2,2,Edge,0.149547336,pass
640,0.063,15.45,2G,802.11n-HT40 MCS0,Edge 3,WNC,6,2437,16.5,1.274,100,1,0.08,-1.8,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Edge,16.2,2,Edge,0.118615036,pass
641,0.052,16.31,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,16.5,1.045,100,1,0.054,-1.8,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,16.2,2,Laptop,0.061403566,pass
642,0.535,16.28,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,16.5,1.052,100,1,0.563,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,5,2,Face,0.145060777,pass
643,0.37,16.26,2G,802.11b 1Mbps,Bottom Face,WNC,1,2412,16.5,1.057,100,1,0.391,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,5,2,Face,0.155506485,pass
644,0.464,16.2,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,16.5,1.072,100,1,0.497,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,5,2,Face,0.179010725,pass
645,0.35,15.38,2G,802.11n-HT40 MCS0,Bottom Face,WNC,6,2437,16.5,1.294,100,1,0.453,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,5,2,Face,0.363448554,pass
646,0.106,16.28,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,16.5,1.052,100,1,0.112,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Edge,16.2,2,Edge,0.164902046,pass
647,0.133,16.28,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,16.5,1.052,100,1,0.14,1.21,FA4D1120_R01_FCC SAR_Wistron_Hevin(RTL8723BE)_Report_0108,Bottom,16.2,2,Laptop,0.063317647,pass
648,1.65,16,5G,802.11ac-VHT40 MCS0,Bottom Face,Auden,159,5795,13.7,1,72,1.389,2.292,1.79,Kylo2,Bottom,4.9,2,Face,0.292732269,fail
649,1.62,14.625,5G,802.11ac-VHT40 MCS0,Bottom Face,Auden,159,5795,13.5,1,94,1.064,1.724,1.79,Kylo2,Bottom,4.9,2,Face,0.319938598,fail
650,2.57,15.93,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.651,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
651,1.7,15.99,5G,802.11a 6Mbps,Bottom Face,Auden,144,5720,16,1,98.48,NA,1.729,1.48,Kylo1,Bottom,4.9,2,Face,0.121069102,fail
652,1.78,15.93,5G,802.11a 6Mbps,Bottom of Laptop,Auden,157,5785,16,1,98.48,NA,1.836,1.79,Kylo1,Bottom,7.77,2,Laptop,0.15538453,fail
653,1.86,18.33,2G,802.11b 1Mbps,Bottom Face,Auden,1,2412,19,1,100,NA,2.17,1.29,Kylo1,Bottom,4.9,2,Face,0.163696844,fail
654,2.41,15.98,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.457,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
655,1.81,15.99,5G,802.11a 6Mbps,Bottom Face,Auden,144,5720,16,1,98.48,NA,1.841,1.48,Kylo1,Bottom,4.9,2,Face,0.121069102,fail
656,1.61,15.98,5G,802.11a 6Mbps,Bottom of Laptop,Auden,157,5785,16,1,98.48,NA,1.642,1.79,Kylo1,Bottom,7.77,2,Laptop,0.15538453,fail
657,2.2,15.93,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.269,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
658,2.48,15.93,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.558,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
659,2.44,15.93,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.517,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
660,2.57,15.98,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.621,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
661,2.45,15.98,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.498,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
662,3.14,15.98,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,3.202,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
663,1.72,15.93,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,1.774,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
664,1.75,15.93,5G,802.11a 6Mbps,Bottom of Laptop,Auden,157,5785,16,1,98.48,NA,1.805,1.79,Kylo1,Bottom,7.77,2,Laptop,0.15538453,fail
665,1.56,15.45,5G,802.11a 6Mbps,Bottom Face,Auden,64,5320,16,1,98.48,NA,1.797,1.9,Kylo1,Bottom,4.9,2,Face,0.095717148,fail
666,1.98,15.98,5G,802.11a 6Mbps,Bottom Face,Auden,157,5785,16,1,98.48,NA,2.019,1.79,Kylo1,Bottom,4.9,2,Face,0.106655549,fail
667,1.62,15.98,5G,802.11a 6Mbps,Bottom of Laptop,Auden,157,5785,16,1,98.48,NA,1.652,1.79,Kylo1,Bottom,7.77,2,Laptop,0.15538453,fail
668,1.59,14.89,5G,802.11a 6Mbps,Bottom of Laptop,WNC,165,5825,15,1,97,NA,1.681,-1.06,LS730,Bottom,5.72,1,Laptop,0.038406922,fail
669,1.63,13.46,5G,802.11ac-VHT160 MCS0,Bottom Face,High-Tek,114,5570,13.5,1.009,85,1.176,1.935,0.79,ARES,Bottom,6.6,2,Face,0.387719123,fail
670,1.8,13.4,5G,802.11ac-VHT160 MCS0,Bottom Face,High-Tek,114,5570,13.5,1.023,85,1.176,2.166,0.79,ARES,Bottom,6.6,2,Face,0.387719123,fail
671,1.72,13.4,5G,802.11ac-VHT160 MCS0,Bottom Face,High-Tek,114,5570,13.5,1.023,85,1.176,2.07,0.79,ARES,Bottom,6.6,2,Face,0.387719123,fail
672,1.48,13.41,5G,802.11ac-VHT160 MCS0,Bottom Face,Auden,50,5250,13.5,1.021,85,1.176,1.777,2.82,ARES,Bottom,6.6,2,Face,0.346640413,fail
673,2.13,13.46,5G,802.11ac-VHT160 MCS0,Bottom Face,Auden,114,5570,14,1.132,85,1.176,2.837,0.72,ARES,Bottom,6.6,2,Face,0.319251113,fail
674,1.12,13.2,2G,802.11b 1Mbps,Bottom Face,Acon,1,2412,15.5,NA,99,1.01,1.921,-1.78,LC40,Bottom,2.8,1,Face,0.157329445,fail
